id,target
0,0.02586
1,0.03938
2,0.02663
3,0.02990
4,0.02239
5,0.02055
6,0.05563
8,0.01960
10,0.07781
11,0.04074
12,0.03363
14,0.02292
15,0.04132
18,0.03377
21,0.03888
23,0.04164
24,0.03094
25,0.02989
27,0.04566
29,0.05345
30,0.02655
31,0.03906
32,0.04391
33,0.03476
37,0.02927
38,0.04169
39,0.04373
40,0.02582
41,0.04438
42,0.03298
44,0.02813
45,0.03824
47,0.04461
49,0.02230
51,0.03231
52,0.02987
53,0.03335
54,0.07966
55,0.02112
56,0.03596
57,0.06539
59,0.04071
60,0.04008
62,0.02038
63,0.07163
67,0.03470
68,0.01571
69,0.05022
70,0.02979
71,0.04285
73,0.05609
75,0.03629
76,0.02476
81,0.02540
82,0.02649
83,0.02659
86,0.02776
87,0.04435
88,0.03075
91,0.04330
92,0.03386
94,0.02320
97,0.02921
100,0.02646
102,0.03476
103,0.03040
105,0.03315
106,0.03164
108,0.02948
113,0.06230
114,0.02892
115,0.03801
118,0.04546
122,0.02301
124,0.04636
126,0.02520
128,0.03424
129,0.06146
130,0.05985
131,0.04088
132,0.04863
133,0.01909
134,0.04363
135,0.04513
136,0.02092
139,0.01894
140,0.02914
141,0.04291
146,0.02637
148,0.03198
151,0.01882
152,0.04407
154,0.02564
157,0.03161
158,0.02069
159,0.05229
161,0.02751
164,0.02818
165,0.05445
167,0.02730
168,0.04330
169,0.03276
171,0.02960
172,0.06379
173,0.03621
174,0.03010
175,0.04742
176,0.04443
178,0.03780
179,0.02636
180,0.02456
181,0.02370
182,0.03621
183,0.04865
184,0.03400
185,0.05329
187,0.02280
188,0.03511
190,0.02235
191,0.03184
192,0.05115
195,0.03616
196,0.04257
198,0.03529
201,0.03754
202,0.02881
203,0.02545
204,0.02834
207,0.03319
213,0.04493
219,0.02684
220,0.03382
222,0.04509
226,0.03150
228,0.06298
230,0.03680
231,0.02430
232,0.03213
233,0.03612
234,0.02635
236,0.03654
237,0.03593
238,0.04889
240,0.03158
241,0.02031
242,0.04866
243,0.05228
245,0.02891
246,0.05444
247,0.02477
249,0.06156
250,0.03197
251,0.02151
252,0.03333
253,0.03230
254,0.05605
255,0.05707
256,0.04309
257,0.02622
258,0.03668
259,0.04984
260,0.02519
262,0.02277
267,0.03074
268,0.02817
270,0.03162
272,0.03262
273,0.02452
274,0.02933
275,0.03315
276,0.02598
277,0.02806
278,0.04232
279,0.04282
281,0.04106
282,0.02860
283,0.04401
287,0.04948
288,0.04313
289,0.03737
290,0.02213
291,0.03112
292,0.07437
293,0.03436
294,0.02388
295,0.01973
296,0.06803
297,0.03227
298,0.03373
299,0.03423
300,0.04810
303,0.04319
304,0.03724
308,0.01800
314,0.07253
315,0.03281
317,0.03086
318,0.05395
320,0.07204
322,0.03718
323,0.02695
327,0.04314
329,0.04034
331,0.02598
332,0.07875
333,0.04442
334,0.02122
335,0.03467
336,0.05788
337,0.04266
341,0.04488
343,0.03104
345,0.05517
347,0.03191
348,0.02609
349,0.02869
352,0.03504
353,0.01871
354,0.06247
355,0.02904
356,0.04108
357,0.02804
358,0.02864
359,0.03326
361,0.04743
362,0.03183
365,0.03801
366,0.06735
368,0.03786
369,0.02500
371,0.02116
373,0.03383
376,0.07734
377,0.03386
379,0.06289
381,0.02689
382,0.03454
383,0.02820
384,0.03713
385,0.04120
386,0.04133
387,0.03113
388,0.08934
390,0.03171
391,0.03442
392,0.05996
393,0.03394
394,0.02733
396,0.04209
400,0.05477
402,0.05111
403,0.03473
405,0.03461
407,0.05419
409,0.04445
411,0.02669
412,0.01571
414,0.07638
415,0.03328
416,0.02457
418,0.02952
419,0.02490
421,0.02196
422,0.05583
423,0.03296
424,0.04042
426,0.03339
427,0.06620
428,0.05032
436,0.05108
438,0.03565
442,0.02674
443,0.02498
445,0.04550
446,0.05219
447,0.02273
450,0.04505
452,0.01997
453,0.04043
455,0.03353
458,0.06622
459,0.01980
461,0.02800
463,0.02889
467,0.06469
470,0.03057
471,0.03498
472,0.03904
476,0.04410
477,0.04268
481,0.05752
482,0.05418
483,0.08582
485,0.02541
487,0.02414
488,0.02122
490,0.03038
492,0.03071
494,0.04928
497,0.06338
499,0.03687
500,0.04796
501,0.03439
503,0.03636
505,0.02682
506,0.03792
507,0.04145
509,0.03630
510,0.03383
511,0.04231
512,0.02319
514,0.03500
515,0.03746
516,0.04686
517,0.08528
519,0.04769
520,0.05875
521,0.02601
522,0.06094
523,0.04023
527,0.03311
530,0.03725
532,0.02982
534,0.03968
536,0.05679
539,0.02915
543,0.02412
547,0.04309
550,0.03507
551,0.05221
552,0.03025
553,0.05428
555,0.02562
556,0.03290
557,0.02620
558,0.05620
559,0.02621
560,0.02891
561,0.03098
565,0.03877
566,0.03304
567,0.02918
571,0.02264
572,0.02938
574,0.02129
575,0.01847
576,0.04725
577,0.04675
578,0.02450
579,0.03709
581,0.02964
587,0.03520
589,0.02648
590,0.07076
591,0.03856
592,0.04084
593,0.02472
594,0.05240
595,0.05242
596,0.02672
597,0.03698
598,0.06740
600,0.02454
602,0.02969
605,0.02834
606,0.04129
607,0.02899
612,0.02256
613,0.02974
614,0.02070
615,0.02890
616,0.03041
617,0.02466
618,0.08046
620,0.01818
621,0.03977
622,0.03015
623,0.04171
628,0.02258
631,0.03636
632,0.02066
633,0.03130
634,0.04405
635,0.05350
637,0.04606
638,0.05479
640,0.03482
643,0.02985
644,0.08767
645,0.03837
646,0.02721
649,0.03281
651,0.07042
653,0.02178
654,0.05322
655,0.07180
656,0.04089
658,0.05472
659,0.03094
661,0.04216
662,0.02879
663,0.04669
664,0.05560
665,0.06290
667,0.03001
668,0.05851
671,0.07051
673,0.03863
674,0.05100
675,0.01765
676,0.03730
677,0.03233
678,0.02762
679,0.04946
680,0.03732
681,0.04741
682,0.04346
683,0.03049
684,0.02756
686,0.04525
687,0.04240
688,0.04711
690,0.02369
691,0.03627
692,0.04802
693,0.02839
694,0.05248
695,0.02336
696,0.02551
698,0.05111
699,0.03128
702,0.05372
703,0.01680
705,0.04809
706,0.03988
707,0.02995
708,0.02404
709,0.04582
710,0.06996
713,0.03017
714,0.03486
715,0.04002
716,0.04787
717,0.05145
718,0.02663
719,0.02204
720,0.04148
721,0.03041
723,0.03573
724,0.05252
726,0.03908
728,0.07464
730,0.03452
732,0.03783
734,0.02967
735,0.02971
737,0.03406
738,0.03598
741,0.03973
742,0.03028
743,0.03196
746,0.02933
747,0.04052
749,0.03575
750,0.04928
752,0.04077
755,0.05106
757,0.02285
758,0.03006
759,0.02288
765,0.03056
766,0.02018
767,0.06385
768,0.03060
769,0.03534
770,0.02787
771,0.02902
772,0.01977
773,0.04621
775,0.04382
776,0.03274
778,0.02769
779,0.03525
780,0.04634
782,0.04774
783,0.03927
784,0.04076
785,0.01555
786,0.03028
788,0.06105
789,0.02560
792,0.06428
793,0.02505
794,0.04591
797,0.06252
798,0.02782
799,0.05708
800,0.05662
801,0.05226
802,0.05383
805,0.02314
807,0.03083
808,0.02164
811,0.03517
813,0.02392
814,0.02755
815,0.05806
816,0.07167
817,0.02115
819,0.02069
821,0.02331
823,0.03958
825,0.05946
826,0.02608
827,0.03588
828,0.02365
830,0.03657
831,0.02891
833,0.03217
834,0.06321
835,0.03675
836,0.02548
837,0.06275
838,0.05203
840,0.03211
842,0.02077
844,0.03512
845,0.05683
847,0.06436
848,0.06056
850,0.03162
851,0.03605
852,0.03770
853,0.08478
855,0.03778
856,0.07476
857,0.03342
859,0.03397
860,0.04994
862,0.04951
863,0.04555
864,0.02384
867,0.03208
868,0.03087
869,0.01893
871,0.02472
873,0.04189
875,0.02833
876,0.04261
877,0.04192
879,0.06118
880,0.05332
883,0.02252
884,0.02140
885,0.03544
886,0.02381
887,0.02602
888,0.01580
891,0.04736
893,0.02580
895,0.06093
897,0.02851
898,0.07745
901,0.02999
902,0.02998
904,0.06716
905,0.02662
907,0.05377
908,0.03430
909,0.03746
910,0.03458
911,0.02392
913,0.03014
914,0.02685
915,0.05552
916,0.03460
917,0.02945
919,0.03079
920,0.02393
923,0.02820
924,0.04328
925,0.05748
926,0.04133
928,0.02653
929,0.02127
932,0.03910
935,0.04006
936,0.05501
937,0.04126
938,0.04000
939,0.03094
940,0.04038
941,0.02710
944,0.04075
945,0.01654
946,0.03959
947,0.02395
949,0.02409
950,0.03948
952,0.02666
953,0.03906
955,0.03615
956,0.02967
957,0.02432
960,0.04081
961,0.03134
962,0.02816
963,0.02920
964,0.04068
967,0.03785
975,0.03449
976,0.03387
977,0.02036
978,0.04662
980,0.03703
985,0.05959
986,0.04982
987,0.01972
989,0.03380
992,0.03275
994,0.04870
995,0.01990
996,0.01764
997,0.04697
998,0.03281
999,0.08152
1000,0.03921
1004,0.02288
1005,0.05068
1006,0.03341
1007,0.09334
1010,0.02891
1011,0.05773
1012,0.01819
1013,0.03184
1014,0.02434
1016,0.05684
1018,0.03467
1019,0.02138
1020,0.03238
1022,0.03214
1023,0.04746
1024,0.02747
1025,0.03278
1029,0.03652
1031,0.03634
1032,0.02068
1033,0.02016
1034,0.04631
1035,0.04697
1036,0.03270
1037,0.03465
1038,0.04347
1039,0.04039
1041,0.02310
1043,0.02860
1049,0.04463
1050,0.07101
1051,0.03255
1052,0.03281
1053,0.03326
1054,0.04340
1056,0.05646
1057,0.05177
1060,0.07881
1061,0.02989
1062,0.02619
1063,0.04447
1064,0.04806
1065,0.01643
1066,0.05218
1068,0.03487
1073,0.04799
1075,0.03035
1079,0.02758
1081,0.04133
1083,0.06239
1085,0.02822
1086,0.03000
1087,0.02634
1088,0.02212
1089,0.04035
1090,0.05354
1091,0.03729
1092,0.02975
1095,0.02738
1098,0.04456
1099,0.04004
1100,0.06089
1101,0.05238
1103,0.04654
1104,0.05170
1106,0.02298
1107,0.03151
1108,0.05798
1109,0.02162
1113,0.04033
1114,0.04111
1116,0.04160
1117,0.03474
1118,0.02753
1119,0.03849
1120,0.03511
1121,0.04432
1122,0.02381
1123,0.03461
1125,0.02242
1126,0.02386
1127,0.02335
1128,0.04263
1129,0.03222
1130,0.03751
1132,0.03321
1133,0.06119
1136,0.01811
1137,0.04811
1140,0.03659
1142,0.04288
1144,0.02550
1145,0.04809
1146,0.03641
1148,0.04121
1150,0.03697
1151,0.02120
1153,0.05146
1154,0.05045
1155,0.03461
1156,0.06150
1157,0.03372
1158,0.03641
1160,0.02419
1161,0.05492
1167,0.03801
1168,0.02989
1170,0.02730
1171,0.03187
1173,0.03614
1174,0.04528
1175,0.03460
1176,0.03209
1177,0.01854
1178,0.05326
1179,0.02345
1180,0.03534
1181,0.03711
1182,0.03958
1183,0.03030
1185,0.05266
1188,0.02975
1189,0.02801
1190,0.04959
1191,0.04121
1192,0.06185
1194,0.02656
1197,0.02799
1198,0.03881
1199,0.04920
1200,0.02504
1203,0.06289
1204,0.06500
1207,0.03087
1208,0.03029
1209,0.03069
1210,0.04427
1211,0.04373
1213,0.02375
1214,0.02604
1215,0.02130
1216,0.08247
1217,0.04605
1218,0.03199
1219,0.02198
1223,0.03645
1225,0.02770
1226,0.03095
1228,0.06231
1229,0.03466
1231,0.06694
1232,0.08127
1233,0.03864
1235,0.02557
1238,0.02141
1239,0.03683
1240,0.06113
1241,0.02674
1242,0.02507
1243,0.02804
1244,0.03478
1246,0.06713
1249,0.04597
1250,0.02162
1252,0.03717
1254,0.03023
1255,0.01905
1256,0.03470
1257,0.02161
1258,0.04883
1259,0.05756
1260,0.03534
1262,0.02206
1263,0.02282
1264,0.02615
1265,0.06907
1266,0.02546
1269,0.03673
1270,0.03351
1271,0.02070
1272,0.04879
1273,0.02465
1274,0.03707
1277,0.02212
1278,0.03092
1281,0.02896
1282,0.04762
1283,0.03496
1284,0.03293
1285,0.03353
1286,0.04667
1289,0.03535
1291,0.02029
1292,0.03125
1293,0.07288
1294,0.05695
1295,0.04624
1297,0.02073
1298,0.04892
1301,0.03692
1304,0.05269
1305,0.03157
1307,0.04362
1308,0.03900
1309,0.05248
1313,0.06782
1314,0.03058
1316,0.02830
1317,0.02677
1318,0.03798
1320,0.03121
1321,0.01909
