id,target
0,0.02616
1,0.04022
2,0.02694
3,0.02986
4,0.02265
5,0.02036
6,0.05557
8,0.01988
10,0.07731
11,0.04065
12,0.03404
14,0.02311
15,0.04126
18,0.03412
21,0.03928
23,0.04142
24,0.03118
25,0.03032
27,0.04613
29,0.05398
30,0.02671
31,0.03937
32,0.04375
33,0.03488
37,0.02928
38,0.04215
39,0.04363
40,0.02593
41,0.04416
42,0.03356
44,0.02859
45,0.03832
47,0.04462
49,0.02254
51,0.03223
52,0.03033
53,0.03320
54,0.07880
55,0.02143
56,0.03674
57,0.06511
59,0.04062
60,0.04030
62,0.02050
63,0.07074
67,0.03520
68,0.01597
69,0.05128
70,0.02974
71,0.04261
73,0.05606
75,0.03653
76,0.02487
81,0.02539
82,0.02696
83,0.02660
86,0.02799
87,0.04445
88,0.03116
91,0.04355
92,0.03382
94,0.02320
97,0.02923
100,0.02678
102,0.03468
103,0.03073
105,0.03303
106,0.03148
108,0.02941
113,0.06211
114,0.02936
115,0.03846
118,0.04468
122,0.02298
124,0.04633
126,0.02506
128,0.03440
129,0.06193
130,0.05979
131,0.04124
132,0.04944
133,0.01920
134,0.04392
135,0.04489
136,0.02116
139,0.01913
140,0.02927
141,0.04234
146,0.02646
148,0.03195
151,0.01915
152,0.04417
154,0.02580
157,0.03217
158,0.02109
159,0.05239
161,0.02779
164,0.02862
165,0.05403
167,0.02759
168,0.04325
169,0.03339
171,0.03009
172,0.06316
173,0.03633
174,0.03008
175,0.04745
176,0.04498
178,0.03739
179,0.02644
180,0.02462
181,0.02400
182,0.03627
183,0.04859
184,0.03422
185,0.05292
187,0.02268
188,0.03581
190,0.02261
191,0.03229
192,0.05107
195,0.03584
196,0.04256
198,0.03499
201,0.03780
202,0.02884
203,0.02578
204,0.02850
207,0.03335
213,0.04510
219,0.02686
220,0.03436
222,0.04485
226,0.03186
228,0.06251
230,0.03716
231,0.02456
232,0.03218
233,0.03582
234,0.02649
236,0.03693
237,0.03626
238,0.04832
240,0.03183
241,0.02049
242,0.04911
243,0.05241
245,0.02890
246,0.05404
247,0.02484
249,0.06191
250,0.03254
251,0.02171
252,0.03366
253,0.03284
254,0.05617
255,0.05695
256,0.04342
257,0.02657
258,0.03724
259,0.04914
260,0.02506
262,0.02301
267,0.03113
268,0.02824
270,0.03191
272,0.03284
273,0.02460
274,0.02968
275,0.03332
276,0.02624
277,0.02829
278,0.04212
279,0.04367
281,0.04110
282,0.02866
283,0.04446
287,0.04971
288,0.04349
289,0.03720
290,0.02265
291,0.03158
292,0.07406
293,0.03435
294,0.02420
295,0.02010
296,0.06781
297,0.03202
298,0.03390
299,0.03473
300,0.04823
303,0.04356
304,0.03724
308,0.01819
314,0.07338
315,0.03308
317,0.03057
318,0.05401
320,0.07191
322,0.03721
323,0.02686
327,0.04378
329,0.03969
331,0.02623
332,0.07840
333,0.04443
334,0.02167
335,0.03483
336,0.05880
337,0.04291
341,0.04546
343,0.03132
345,0.05565
347,0.03254
348,0.02610
349,0.02855
352,0.03555
353,0.01904
354,0.06242
355,0.02893
356,0.04049
357,0.02846
358,0.02898
359,0.03383
361,0.04765
362,0.03254
365,0.03783
366,0.06729
368,0.03804
369,0.02523
371,0.02127
373,0.03418
376,0.07699
377,0.03391
379,0.06299
381,0.02686
382,0.03472
383,0.02855
384,0.03731
385,0.04128
386,0.04122
387,0.03119
388,0.08847
390,0.03177
391,0.03474
392,0.06056
393,0.03419
394,0.02747
396,0.04268
400,0.05447
402,0.05122
403,0.03482
405,0.03477
407,0.05443
409,0.04548
411,0.02716
412,0.01600
414,0.07569
415,0.03375
416,0.02500
418,0.02937
419,0.02524
421,0.02230
422,0.05567
423,0.03274
424,0.04029
426,0.03377
427,0.06552
428,0.05037
436,0.05201
438,0.03594
442,0.02684
443,0.02530
445,0.04568
446,0.05280
447,0.02281
450,0.04578
452,0.02002
453,0.04033
455,0.03390
458,0.06651
459,0.01985
461,0.02846
463,0.02917
467,0.06533
470,0.03111
471,0.03512
472,0.03881
476,0.04381
477,0.04315
481,0.05763
482,0.05432
483,0.08600
485,0.02556
487,0.02435
488,0.02141
490,0.03089
492,0.03072
494,0.04920
497,0.06314
499,0.03709
500,0.04871
501,0.03494
503,0.03654
505,0.02712
506,0.03773
507,0.04137
509,0.03596
510,0.03393
511,0.04272
512,0.02357
514,0.03515
515,0.03780
516,0.04672
517,0.08530
519,0.04775
520,0.05886
521,0.02599
522,0.06046
523,0.04009
527,0.03322
530,0.03757
532,0.03006
534,0.04003
536,0.05735
539,0.02924
543,0.02425
547,0.04322
550,0.03548
551,0.05208
552,0.03037
553,0.05449
555,0.02588
556,0.03348
557,0.02657
558,0.05655
559,0.02644
560,0.02933
561,0.03112
565,0.03911
566,0.03334
567,0.02916
571,0.02290
572,0.02942
574,0.02151
575,0.01856
576,0.04750
577,0.04683
578,0.02466
579,0.03782
581,0.03004
587,0.03569
589,0.02678
590,0.07007
591,0.03891
592,0.04098
593,0.02494
594,0.05173
595,0.05246
596,0.02707
597,0.03726
598,0.06780
600,0.02473
602,0.02950
605,0.02843
606,0.04200
607,0.02918
612,0.02278
613,0.03012
614,0.02090
615,0.02909
616,0.03075
617,0.02470
618,0.08004
620,0.01820
621,0.04041
622,0.02989
623,0.04264
628,0.02262
631,0.03626
632,0.02076
633,0.03156
634,0.04442
635,0.05317
637,0.04660
638,0.05432
640,0.03490
643,0.02987
644,0.08701
645,0.03843
646,0.02738
649,0.03303
651,0.07056
653,0.02184
654,0.05345
655,0.07136
656,0.04060
658,0.05408
659,0.03130
661,0.04209
662,0.02891
663,0.04733
664,0.05600
665,0.06255
667,0.03013
668,0.05791
671,0.07044
673,0.03899
674,0.05133
675,0.01781
676,0.03737
677,0.03245
678,0.02782
679,0.04930
680,0.03747
681,0.04774
682,0.04407
683,0.03077
684,0.02782
686,0.04542
687,0.04354
688,0.04743
690,0.02377
691,0.03637
692,0.04762
693,0.02832
694,0.05329
695,0.02340
696,0.02603
698,0.05135
699,0.03208
702,0.05388
703,0.01702
705,0.04760
706,0.04047
707,0.03024
708,0.02441
709,0.04621
710,0.07009
713,0.03059
714,0.03538
715,0.04010
716,0.04728
717,0.05172
718,0.02653
719,0.02241
720,0.04177
721,0.03078
723,0.03634
724,0.05246
726,0.03970
728,0.07408
730,0.03460
732,0.03801
734,0.03009
735,0.02949
737,0.03409
738,0.03612
741,0.03971
742,0.03072
743,0.03224
746,0.02976
747,0.04027
749,0.03552
750,0.04926
752,0.04128
755,0.05205
757,0.02322
758,0.03007
759,0.02292
765,0.03068
766,0.02037
767,0.06327
768,0.03085
769,0.03509
770,0.02819
771,0.02930
772,0.01984
773,0.04629
775,0.04400
776,0.03259
778,0.02808
779,0.03520
780,0.04712
782,0.04816
783,0.03944
784,0.04072
785,0.01573
786,0.03025
788,0.06091
789,0.02581
792,0.06437
793,0.02524
794,0.04593
797,0.06249
798,0.02834
799,0.05692
800,0.05667
801,0.05185
802,0.05400
805,0.02340
807,0.03100
808,0.02186
811,0.03540
813,0.02382
814,0.02761
815,0.05807
816,0.07178
817,0.02137
819,0.02081
821,0.02353
823,0.03983
825,0.05947
826,0.02654
827,0.03644
828,0.02389
830,0.03651
831,0.02910
833,0.03238
834,0.06332
835,0.03721
836,0.02560
837,0.06264
838,0.05239
840,0.03232
842,0.02103
844,0.03491
845,0.05776
847,0.06440
848,0.06054
850,0.03215
851,0.03621
852,0.03757
853,0.08437
855,0.03783
856,0.07447
857,0.03377
859,0.03373
860,0.04993
862,0.04994
863,0.04576
864,0.02395
867,0.03227
868,0.03110
869,0.01922
871,0.02493
873,0.04154
875,0.02818
876,0.04227
877,0.04230
879,0.06168
880,0.05236
883,0.02275
884,0.02165
885,0.03555
886,0.02423
887,0.02600
888,0.01586
891,0.04727
893,0.02595
895,0.06053
897,0.02886
898,0.07678
901,0.03030
902,0.03005
904,0.06659
905,0.02718
907,0.05344
908,0.03450
909,0.03828
910,0.03503
911,0.02431
913,0.03031
914,0.02703
915,0.05544
916,0.03504
917,0.03025
919,0.03092
920,0.02400
923,0.02815
924,0.04361
925,0.05718
926,0.04181
928,0.02643
929,0.02131
932,0.03944
935,0.04030
936,0.05483
937,0.04160
938,0.04006
939,0.03131
940,0.04116
941,0.02743
944,0.04121
945,0.01677
946,0.03946
947,0.02385
949,0.02402
950,0.03961
952,0.02715
953,0.03957
955,0.03667
956,0.02992
957,0.02459
960,0.04168
961,0.03155
962,0.02854
963,0.02921
964,0.04015
967,0.03777
975,0.03457
976,0.03414
977,0.02046
978,0.04678
980,0.03710
985,0.05978
986,0.04972
987,0.01980
989,0.03407
992,0.03290
994,0.04903
995,0.01994
996,0.01785
997,0.04743
998,0.03318
999,0.08162
1000,0.03972
1004,0.02292
1005,0.05100
1006,0.03357
1007,0.09266
1010,0.02883
1011,0.05781
1012,0.01846
1013,0.03209
1014,0.02436
1016,0.05684
1018,0.03446
1019,0.02119
1020,0.03237
1022,0.03228
1023,0.04827
1024,0.02734
1025,0.03292
1029,0.03715
1031,0.03650
1032,0.02081
1033,0.02026
1034,0.04661
1035,0.04748
1036,0.03309
1037,0.03494
1038,0.04371
1039,0.04090
1041,0.02330
1043,0.02872
1049,0.04486
1050,0.07002
1051,0.03258
1052,0.03352
1053,0.03304
1054,0.04383
1056,0.05697
1057,0.05195
1060,0.07779
1061,0.03017
1062,0.02647
1063,0.04455
1064,0.04843
1065,0.01662
1066,0.05256
1068,0.03499
1073,0.04769
1075,0.03066
1079,0.02800
1081,0.04126
1083,0.06293
1085,0.02830
1086,0.03025
1087,0.02671
1088,0.02197
1089,0.04080
1090,0.05409
1091,0.03797
1092,0.02968
1095,0.02752
1098,0.04489
1099,0.04052
1100,0.06036
1101,0.05213
1103,0.04670
1104,0.05135
1106,0.02307
1107,0.03163
1108,0.05845
1109,0.02188
1113,0.04029
1114,0.04144
1116,0.04096
1117,0.03501
1118,0.02758
1119,0.03891
1120,0.03528
1121,0.04466
1122,0.02382
1123,0.03434
1125,0.02256
1126,0.02453
1127,0.02372
1128,0.04319
1129,0.03235
1130,0.03724
1132,0.03351
1133,0.06179
1136,0.01816
